0.1 0.0
0.2 0.1163956420560826
0.3 0.3501262536074648
0.4 0.48532728674990616
0.5 0.5587914686961961
0.6 0.5923754392362035
0.7 0.5997504235624176
0.8 0.589775037666853
0.9 0.5683374283709671
1.0 0.5394258014145783
1.1 0.5057794779009728
1.2 0.46929193450611495
1.3 0.4312976634204843
1.4 0.39270884839291154
1.5 0.35417416216895814
1.6 0.31614016359899716
1.7 0.2789087651936588
1.8 0.242679663814777
1.9 0.20758419589110222
2.0 0.17369012377329662
2.1 0.14103703805324286
2.2 0.10963424853035486
2.3 0.07946826864494327
2.4 0.05052196254729091
2.5 0.022759049764399852
2.6 0.0
2.7 0.0
2.8 0.0
2.9 0.0
3.0 0.0
3.1 0.0
3.2 0.0
3.3 0.0
3.4 0.0
3.5 0.0
3.6 0.0
3.7 0.0
3.8 0.0
3.9 0.0
4.0 0.0
4.1 0.0
4.2 0.0
4.3 0.0
4.4 0.0
4.5 0.0
4.6 0.0
4.7 0.0
4.8 0.0
4.9 0.0
5.0 0.0
5.1 0.0
5.2 0.0
5.3 0.0
5.4 0.0
5.5 0.0
5.6 0.0
5.7 0.0
5.8 0.0
5.9 0.0
6.0 0.0
6.1 0.0
